"date","Overleden","Ontslagen","Overleden_pdag","Ontslagen_pdag"
"2020-02-27",0,3,0,0
"2020-02-28",0,4,0,1
"2020-02-29",0,4,0,0
"2020-03-01",0,4,0,0
"2020-03-02",0,5,0,1
"2020-03-03",0,6,0,1
"2020-03-04",0,8,0,2
"2020-03-05",0,9,0,1
"2020-03-06",0,9,0,0
"2020-03-07",1,10,1,1
"2020-03-08",2,14,1,4
"2020-03-09",2,20,0,6
"2020-03-10",2,27,0,7
"2020-03-11",4,33,2,6
"2020-03-12",6,40,2,7
"2020-03-13",11,50,5,10
"2020-03-14",20,63,9,13
"2020-03-15",28,77,8,14
"2020-03-16",37,121,9,44
"2020-03-17",51,159,14,38
"2020-03-18",65,204,14,45
"2020-03-19",82,258,17,54
"2020-03-20",108,334,26,76
"2020-03-21",141,423,33,89
"2020-03-22",176,500,35,77
"2020-03-23",226,607,50,107
"2020-03-24",264,768,38,161
"2020-03-25",320,938,56,170
"2020-03-26",385,1154,65,216
"2020-03-27",437,1434,52,280
"2020-03-28",519,1635,82,201
"2020-03-29",580,1837,61,202
"2020-03-30",640,2130,60,293
"2020-03-31",721,2456,81,326
"2020-04-01",782,2746,61,290
"2020-04-02",841,3033,59,287
"2020-04-03",892,3349,51,316
"2020-04-04",952,3540,60,191
"2020-04-05",998,3730,46,190
"2020-04-06",1056,4028,58,298
"2020-04-07",1114,4307,58,279
"2020-04-08",1149,4631,35,324
"2020-04-09",1190,4889,41,258
"2020-04-10",1236,5157,46,268
"2020-04-11",1288,5310,52,153
"2020-04-12",1312,5462,24,152
"2020-04-13",1345,5587,33,125
"2020-04-14",1381,5758,36,171
"2020-04-15",1411,5947,30,189
"2020-04-16",1442,6106,31,159
"2020-04-17",1478,6288,36,182
"2020-04-18",1496,6379,18,91
"2020-04-19",1510,6441,14,62
"2020-04-20",1534,6583,24,142
"2020-04-21",1555,6733,21,150
"2020-04-22",1581,6857,26,124
"2020-04-23",1602,6983,21,126
"2020-04-24",1624,7137,22,154
"2020-04-25",1641,7207,17,70
"2020-04-26",1657,7275,16,68
"2020-04-27",1670,7348,13,73
"2020-04-28",1695,7446,25,98
"2020-04-29",1705,7525,10,79
"2020-04-30",1718,7615,13,90
"2020-05-01",1729,7710,11,95
"2020-05-02",1740,7754,11,44
"2020-05-03",1751,7771,11,17
"2020-05-04",1760,7853,9,82
"2020-05-05",1770,7893,10,40
"2020-05-06",1777,7956,7,63
"2020-05-07",1785,8023,8,67
"2020-05-08",1796,8087,11,64
"2020-05-09",1804,8129,8,42
"2020-05-10",1812,8153,8,24
"2020-05-11",1820,8215,8,62
"2020-05-12",1826,8277,6,62
"2020-05-13",1834,8334,8,57
"2020-05-14",1841,8387,7,53
"2020-05-15",1849,8438,8,51
"2020-05-16",1855,8456,6,18
"2020-05-17",1859,8466,4,10
"2020-05-18",1864,8506,5,40
"2020-05-19",1868,8551,4,45
"2020-05-20",1870,8597,2,46
"2020-05-21",1871,8611,1,14
"2020-05-22",1876,8660,5,49
"2020-05-23",1879,8690,3,30
"2020-05-24",1882,8707,3,17
"2020-05-25",1887,8736,5,29
"2020-05-26",1896,8779,9,43
"2020-05-27",1905,8814,9,35
"2020-05-28",1907,8840,2,26
"2020-05-29",1910,8873,3,33
"2020-05-30",1916,8889,6,16
"2020-05-31",1920,8899,4,10
"2020-06-01",1926,8911,6,12
"2020-06-02",1933,8931,7,20
"2020-06-03",1935,8964,2,33
"2020-06-04",1940,8994,5,30
"2020-06-05",1944,9028,4,34
"2020-06-06",1946,9040,2,12
"2020-06-07",1951,9051,5,11
"2020-06-08",1957,9079,6,28
"2020-06-09",1961,9100,4,21
"2020-06-10",1962,9116,1,16
"2020-06-11",1964,9127,2,11
"2020-06-12",1966,9148,2,21
"2020-06-13",1968,9155,2,7
"2020-06-14",1968,9161,0,6
"2020-06-15",1969,9171,1,10
"2020-06-16",1971,9187,2,16
"2020-06-17",1971,9200,0,13
"2020-06-18",1972,9213,1,13
"2020-06-19",1973,9235,1,22
"2020-06-20",1973,9244,0,9
"2020-06-21",1974,9251,1,7
"2020-06-22",1974,9261,0,10
"2020-06-23",1974,9277,0,16
"2020-06-24",1975,9282,1,5
"2020-06-25",1977,9291,2,9
"2020-06-26",1979,9310,2,19
"2020-06-27",1980,9315,1,5
"2020-06-28",1981,9318,1,3
"2020-06-29",1983,9336,2,18
"2020-06-30",1983,9347,0,11
"2020-07-01",1986,9355,3,8
"2020-07-02",1987,9360,1,5
"2020-07-03",1987,9371,0,11
"2020-07-04",1988,9374,1,3
"2020-07-05",1988,9376,0,2
"2020-07-06",1988,9380,0,4
"2020-07-07",1988,9387,0,7
"2020-07-08",1990,9393,2,6
"2020-07-09",1990,9395,0,2
"2020-07-10",1990,9404,0,9
"2020-07-11",1993,9406,3,2
"2020-07-12",1993,9408,0,2
"2020-07-13",1994,9414,1,6
"2020-07-14",1995,9423,1,9
"2020-07-15",1998,9430,3,7
"2020-07-16",1999,9437,1,7
"2020-07-17",1999,9443,0,6
"2020-07-18",1999,9447,0,4
"2020-07-19",2000,9451,1,4
"2020-07-20",2002,9460,2,9
"2020-07-21",2002,9474,0,14
"2020-07-22",2002,9482,0,8
"2020-07-23",2002,9490,0,8
"2020-07-24",2003,9498,1,8
"2020-07-25",2003,9500,0,2
"2020-07-26",2003,9502,0,2
"2020-07-27",2004,9510,1,8
"2020-07-28",2006,9522,2,12
"2020-07-29",2006,9534,0,12
"2020-07-30",2006,9542,0,8
"2020-07-31",2006,9549,0,7
"2020-08-01",2006,9552,0,3
"2020-08-02",2006,9559,0,7
"2020-08-03",2007,9572,1,13
"2020-08-04",2008,9587,1,15
"2020-08-05",2008,9599,0,12
"2020-08-06",2008,9607,0,8
"2020-08-07",2009,9619,1,12
"2020-08-08",2009,9627,0,8
"2020-08-09",2012,9632,3,5
"2020-08-10",2013,9641,1,9
"2020-08-11",2013,9654,0,13
"2020-08-12",2014,9674,1,20
"2020-08-13",2015,9688,1,14
"2020-08-14",2017,9707,2,19
"2020-08-15",2019,9716,2,9
"2020-08-16",2020,9723,1,7
"2020-08-17",2020,9740,0,17
"2020-08-18",2020,9753,0,13
"2020-08-19",2021,9764,1,11
