"","dates","Mean(R)","Std(R)","Rt_avg","Rt_low","Rt_up","R_lagged","R_Std_lag","diff"
"1",2021-01-08,0.838483790286967,0.00147318200098689,0.92,"0.89","0.96",0.91,0.001,-0.01
"2",2021-01-09,0.868424131385386,0.000801593948382185,0.94,"0.91","0.98",0.94,0.001,0
"3",2021-01-10,0.913563846605935,0.00126468420119289,0.94,"0.90","0.98",0.95,0.001,0.01
"4",2021-01-11,0.942419666286391,0.00112084002169915,0.92,"0.89","0.96",0.93,0.001,0.01
"5",2021-01-12,0.951904822724185,0.00139738149849063,0.92,"0.89","0.95",0.93,0.002,0.01
"6",2021-01-13,0.932679946995298,0.00130098515791507,0.93,"0.89","0.97",0.93,0.002,0
"7",2021-01-14,0.930927617537573,0.00159691957843111,0.95,"0.91","0.99",0.94,0.002,-0.01
"8",2021-01-15,0.928453975272702,0.00158652529250347,0.96,"0.93","1.00",0.95,0.001,-0.01
"9",2021-01-16,0.942208065824894,0.00169968220976841,0.97,"0.93","1.01",0.96,0.002,-0.01
"10",2021-01-17,0.953488356896498,0.001356739083521,0.94,"0.90","0.98",0.95,0.002,0.01
"11",2021-01-18,0.958324237893778,0.0016435681055562,0.9,"0.87","0.94",0.91,0.001,0.01
"12",2021-01-19,0.950007704215233,0.001541765261025,0.88,"0.84","0.91",0.89,0.002,0.01
"13",2021-01-20,0.905455651774353,0.000940343347400771,0.87,"0.84","0.91",0.87,0.002,0
"14",2021-01-21,0.88723303537645,0.00188205942947188,0.88,"0.84","0.92",0.87,0.002,-0.01
"15",2021-01-22,0.867124967717836,0.00192218283853813,0.9,"0.86","0.94",0.89,0.001,-0.01
"16",2021-01-23,0.870829853232762,0.00178213504703472,0.92,"0.88","0.96",0.91,0.001,-0.01
"17",2021-01-24,0.888180503523389,0.00143965557012082,0.92,"0.87","0.96",0.92,0.001,0
"18",2021-01-25,0.906192187849836,0.00117715322064472,0.91,"0.87","0.95",0.91,0.002,0
"19",2021-01-26,0.924228154695811,0.00123908591722927,0.91,"0.87","0.95",0.92,0.002,0.01
"20",2021-01-27,0.909888635944026,0.00225439966386777,0.92,"0.88","0.96",0.92,0.002,0
"21",2021-01-28,0.920791991567637,0.00214151666105875,0.94,"0.89","0.99",0.94,0.002,0
"22",2021-01-29,0.923251247599825,0.00158672880505675,0.97,"0.92","1.01",0.96,0.003,-0.01
"23",2021-01-30,0.937591591240305,0.00156707287074786,0.98,"0.93","1.03",0.97,0.001,-0.01
"24",2021-01-31,0.959753568352847,0.00297430774355131,0.97,"0.92","1.02",0.98,0.002,0.01
"25",2021-02-01,0.973034568726319,0.00126508849746124,0.94,"0.90","0.99",0.94,0.001,0
"26",2021-02-02,0.97821014693805,0.00165500583020752,0.93,"0.88","0.98",0.93,0.002,0
"27",2021-02-03,0.944175073730378,0.00122864083235675,0.93,"0.89","0.98",0.93,0.002,0
"28",2021-02-04,0.932568884153586,0.00157318049181731,0.96,"0.91","1.01",0.94,0.001,-0.02
"29",2021-02-05,0.932687960282765,0.00183738794705635,0.99,"0.94","1.04",0.97,0.002,-0.02
"30",2021-02-06,0.944513514571814,0.00132999852966453,1.02,"0.97","1.08",1,0.002,-0.02
"31",2021-02-07,0.972843063287172,0.00159522311410336,1.03,"0.98","1.09",1.02,0.001,-0.01
"32",2021-02-08,0.999201783481377,0.00194718991377561,1.02,"0.97","1.07",1.02,0.002,0
"33",2021-02-09,1.01889539765776,0.000934617343974754,1.03,"0.98","1.08",1.04,0.002,0.01
"34",2021-02-10,1.02305424686034,0.00239362851242392,1.06,"1.00","1.11",1.07,0.001,0.01
"35",2021-02-11,1.03746612730408,0.00188129440363115,1.1,"1.05","1.16",1.1,0.002,0
"36",2021-02-12,1.06618012592065,0.00112605168429303,1.15,"1.09","1.20",1.14,0.002,-0.01
"37",2021-02-13,1.10215050939371,0.00217096447650559,1.17,"1.11","1.22",1.17,0.002,0
"38",2021-02-14,1.14154740269558,0.00186341706580594,1.15,"1.10","1.21",1.17,0.002,0.02
